review,rating,date,bank,source,language,sentiment,identified_themes,dominant_topic
🤷🤷🤷,3,2024-07-15,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
experienced,5,2024-07-14,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_3
Very poor app. Its Always cresh and not compatible,2,2024-07-13,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_3
BoA,5,2024-07-13,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_3
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_5
Boa,5,2024-07-13,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_3
The new app is very good,5,2024-07-13,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
It's very good but sometimes isn't work probably,5,2024-07-12,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
It doesn't work,1,2024-07-12,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_2
ጭራሽ አይነፋም,1,2024-07-12,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,BANK OF ABYSSINIA,Google Play,om,0,"Transaction Performance, User Interface & Experience, Feature Requests",Topic_2
The worst mobile banking app,1,2024-07-11,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
It is not fast,3,2024-07-11,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Ok,5,2024-07-11,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
Useless,1,2024-07-11,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,BANK OF ABYSSINIA,Google Play,om,-1,Transaction Performance,Topic_2
ሀየ,5,2024-07-10,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Too late!,1,2024-07-10,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
No work,5,2024-07-10,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,BANK OF ABYSSINIA,Google Play,om,1,User Interface & Experience,Topic_2
After update it doesn't work well,2,2024-07-09,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_3
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
Good but Very slow.,1,2024-07-08,BANK OF ABYSSINIA,Google Play,om,1,Transaction Performance,Topic_2
Very good app,5,2024-07-07,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
"It is so bad apps ,it doesn't work",1,2024-07-06,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_4
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,BANK OF ABYSSINIA,Google Play,om,0,"Transaction Performance, Feature Requests",Topic_3
Miliyone.,5,2024-07-05,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Workneh girmamo,5,2024-07-05,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
🙏🙏🙏,5,2024-07-05,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,BANK OF ABYSSINIA,Google Play,om,-1,Feature Requests,Topic_5
Is it even working these days? Please check it.,1,2024-07-04,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,BANK OF ABYSSINIA,Google Play,om,0,Transaction Performance,Topic_2
Please make it functional.,5,2024-07-03,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
its best app but its don't working in poor connection area so,5,2024-07-03,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Please Recover thank you,5,2024-07-02,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
Best,5,2024-07-01,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_5
This app doesn't work,1,2024-06-30,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_2
Excellent app,5,2024-06-29,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,BANK OF ABYSSINIA,Google Play,om,1,Transaction Performance,Topic_4
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_5
It demands to disable developer option.,1,2024-06-27,BANK OF ABYSSINIA,Google Play,om,0,Feature Requests,Topic_3
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,BANK OF ABYSSINIA,Google Play,om,-1,Customer Support,Topic_2
Open Open service,5,2024-06-26,BANK OF ABYSSINIA,Google Play,om,0,Customer Support,Topic_2
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
ok,1,2024-06-24,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
Its not working.,1,2024-06-24,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_3
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,BANK OF ABYSSINIA,Google Play,om,-1,Transaction Performance,Topic_4
Always error occured. The worst app ever,1,2024-06-20,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App.... ዛግግግ ነው ያረገኝ 😡😡😡,1,2024-06-20,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Excellent service,5,2024-06-19,BANK OF ABYSSINIA,Google Play,om,1,Customer Support,Topic_1
It's not convenient,1,2024-06-17,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
meskelu Metku,5,2024-06-17,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Verry nice,5,2024-06-17,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
It has become the most unreliable mibile banking app ever.,1,2024-06-16,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_2
Good,5,2024-06-14,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
"አኘልኬሽኑ በሁሉም ነገር ጥሩ ነዉ,ነገር ግን Network በጣም ነዉ እሚያስቸገረው",2,2024-06-13,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,2024-06-13,BANK OF ABYSSINIA,Google Play,om,-1,Account Access Issues,Topic_1
👍👍👍,5,2024-06-12,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Really Bank,5,2024-06-12,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_4
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_5
The app is not good need a few work,3,2024-06-11,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11,BANK OF ABYSSINIA,Google Play,om,-1,Transaction Performance,Topic_5
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,BANK OF ABYSSINIA,Google Play,om,-1,Customer Support,Topic_2
The worst app,1,2024-06-10,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
excellent service,5,2024-06-10,BANK OF ABYSSINIA,Google Play,om,1,Customer Support,Topic_1
You are beutiful,5,2024-06-09,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Good 👍,5,2024-06-07,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
The best app,5,2024-06-06,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_5
አይሰራም አፑ ለምንድነው,1,2024-06-06,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_3
Awful,1,2024-06-06,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_1
Developer option to be off really,1,2024-06-06,BANK OF ABYSSINIA,Google Play,om,0,Feature Requests,Topic_2
Good app boa,5,2024-06-06,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
I'm disappointed with the recent changes to this app. Disabling developer options for functionality seems unnecessary. The previous version offered a more user-friendly experience.,1,2024-06-06,BANK OF ABYSSINIA,Google Play,om,-1,Feature Requests,Topic_2
"Worest app, it cannot be downloaded",2,2024-06-05,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
😭😭😭😭😭😭😭,1,2024-06-05,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_1
slow only some times the wey it is veary nice app,5,2024-06-05,BANK OF ABYSSINIA,Google Play,om,1,Transaction Performance,Topic_2
ok yes,5,2024-06-04,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
The worst mobile banking app,1,2024-06-04,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
It's nice apps,1,2024-06-04,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
Wow! what a disgrace for BOA. The app barely works. Too slow and always returns error.,1,2024-06-03,BANK OF ABYSSINIA,Google Play,om,-1,Transaction Performance,Topic_2
Excited by your service,5,2024-06-02,BANK OF ABYSSINIA,Google Play,om,1,Customer Support,Topic_2
Kerfafa new,1,2024-06-01,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_3
ABDU MUDESR,2,2024-06-01,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Ok,5,2024-05-31,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
"The worst mobile banking app! It doesn't load (seems like with the perfect WiFi and data connection it still manages to have network issues), when you finally get into the app, it makes it so hard more than it should be to send money.",1,2024-05-31,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
Excellent,5,2024-05-31,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
It is Good to save time 👌👌,3,2024-05-31,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
"I'm sorry but what kind of stupid developer thinks the app will be faster if we disable ""Developer mode""? I've never seen such degeneracy in my entire life, please get rid of this feature",1,2024-05-30,BANK OF ABYSSINIA,Google Play,om,-1,Feature Requests,Topic_5
What is the purpose or point of not allowing to take a screenshot of the recipe after transferring???,1,2024-05-29,BANK OF ABYSSINIA,Google Play,om,0,Transaction Performance,Topic_3
Ayseram,1,2024-05-28,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Worst banking app ever,1,2024-05-28,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
not bad,1,2024-05-26,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_5
"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",4,2025-06-06,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,"Transaction Performance, Customer Support",Topic_5
what is this app problem???,1,2025-06-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Other,Topic_5
the app is proactive and a good connections.,5,2025-06-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
I cannot send to cbebirr app. through this app.,3,2025-06-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_5
good,4,2025-06-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
not functional,1,2025-06-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_3
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
best,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
bezabih,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
Best Mobile Banking app ever,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
good,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Transaction Performance,Topic_5
good,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
Good,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
👌👍,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
very niec,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
best app of finance,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
yetemeta,1,2025-06-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
Engida Kebede Fetera,5,2025-06-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
good,5,2025-06-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
it is not safety,1,2025-06-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Other,Topic_1
NICE bank,5,2025-06-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
it is like a childish app make it better the worst I have ever seen,1,2025-06-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Other,Topic_5
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
It's good but try to make it facilitate for your client,4,2025-06-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
best app,5,2025-06-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
Awesome bank,5,2025-06-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,"User Interface & Experience, Feature Requests",Topic_2
Masha alla,5,2025-05-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Other,Topic_5
better service,5,2025-05-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Customer Support,Topic_2
"it,s good app and time manager 👍",5,2025-05-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
malkaamuu Jiidhaa Namoo,5,2025-05-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
lower system everything,3,2025-05-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Other,Topic_1
Nice!,5,2025-05-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
Keep it up My CBE,5,2025-05-29,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_4
yes good,5,2025-05-28,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Transaction Performance,Topic_2
